Code,LocalCode,Name,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,PeerGroup,OptimiserCategory,Type,IRDuration,Hurdle,E-score,S-score,G-score,ESG-score,Controversy-score,Controversy-Items,,Citicode,LastPrice,MarketCap,Exchange,ShortSell%,Date,Basic EPS,Total Revenues,Dividend per Share - Net,Total Assets,Total Liabilities,Growth of Net Income (%),Growth of Net Sales (%),Growth of Free Cash Flow (%),Return on Total Equity (%),Payout Ratio,Total Debt / Total Assets,Net Profit Margin (%),Interest Cover (EBIT)
EQR.NYS,EQR,EQUITY RESIDENTIAL REIT,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LH.NYS,LH,LABORATORY CORPORATION OF AMERICA,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFF.NYS,IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOV.NYS,DOV,DOVER CORP,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHM.NYS,PHM,PULTEGROUP INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVH.NYS,INVH,INVITATION HOMES INC,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRI.NYS,DRI,DARDEN RESTAURANTS INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDY.NYS,TDY,TELEDYNE TECHNOLOGIES INC,Growth,International Shares,Global Shares,Global Shares,Information Technology,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTR.NYS,VTR,VENTAS REIT INC,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRMN.NYS,GRMN,GARMIN LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAX.NYS,BAX,BAXTER INTERNATIONAL INC,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYL.NYS,TYL,TYLER TECHNOLOGIES INC,Growth,International Shares,Global Shares,Global Shares,Information Technology,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRM.NYS,IRM,IRON MOUNTAIN INC,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLT.NYS,FLT,FLEETCOR TECHNOLOGIES INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNP.NYS,CNP,CENTERPOINT ENERGY INC,Growth,International Shares,Global Shares,Global Shares,Utilities,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS.NYS,FDS,FACTSET RESEARCH SYSTEMS INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.NYS,J,JACOBS SOLUTIONS INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRO.NYS,BRO,BROWN & BROWN INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG.NYS,EG,EVEREST GROUP LTD,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLX.NYS,CLX,CLOROX,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPD.NYS,EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO.NYS,ATO,ATMOS ENERGY CORP,Growth,International Shares,Global Shares,Global Shares,Utilities,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKC.NYS,MKC,MCCORMICK & CO NON-VOTING INC,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS.NYS,CMS,CMS ENERGY CORP,Growth,International Shares,Global Shares,Global Shares,Utilities,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVS.NYS,LVS,LAS VEGAS SANDS CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALL.NYS,BALL,BALL CORP,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG.NYS,BG,BUNGE GLOBAL SA,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE.NYS,ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT.NYS,WAT,WATERS CORP,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLTO.NYS,VLTO,VERALTO CORP,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT.NYS,TXT,TEXTRON INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMC.NYS,OMC,OMNICOM GROUP INC,Growth,International Shares,Global Shares,Global Shares,Communication,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF.NYS,CF,CF INDUSTRIES HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBB.NYS,HUBB,HUBBELL INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX.NYS,DGX,QUEST DIAGNOSTICS INC,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEX.NYS,IEX,IDEX CORP,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF.NYS,RF,REGIONS FINANCIAL CORP,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB.NYS,ALB,ALBEMARLE CORP,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVY.NYS,AVY,AVERY DENNISON CORP,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPAM.NYS,EPAM,EPAM SYSTEMS INC,Growth,International Shares,Global Shares,Global Shares,Information Technology,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNA.NYS,SNA,SNAP ON INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDOS.NYS,LDOS,LEIDOS HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKG.NYS,PKG,PACKAGING CORP OF AMERICA,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUV.NYS,LUV,SOUTHWEST AIRLINES,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA.NYS,MAA,MID AMERICA APARTMENT COMMUNITIES,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRB.NYS,WRB,WR BERKLEY CORP,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LW.NYS,LW,LAMB WESTON HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESS.NYS,ESS,ESSEX PROPERTY TRUST REIT INC,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.NYS,K,KELLANOVA,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSN.NYS,TSN,TYSON FOODS INC CLASS A,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMCR.NYS,AMCR,AMCOR PLC,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWK.NYS,SWK,STANLEY BLACK & DECKER INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAG.NYS,CAG,CONAGRA BRANDS INC,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPZ.NYS,DPZ,DOMINOS PIZZA INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBY.NYS,BBY,BEST BUY CO INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL.NYS,CCL,CARNIVAL CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS.NYS,MAS,MASCO CORP,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYF.NYS,SYF,SYNCHRONY FINANCIAL,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYV.NYS,LYV,LIVE NATION ENTERTAINMENT INC,Growth,International Shares,Global Shares,Global Shares,Communication,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFG.NYS,CFG,CITIZENS FINANCIAL GROUP INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.NYS,L,LOEWS CORP,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,Canada,CAD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP.NYS,IP,INTERNATIONAL PAPER,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJM.NYS,SJM,JM SMUCKER,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE.NYS,CE,CELANESE CORP,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIM.NYS,KIM,KIMCO REALTY REIT CORP,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPG.NYS,IPG,INTERPUBLIC GROUP OF COMPANIES INC,Growth,International Shares,Global Shares,Global Shares,Communication,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAP.NYS,TAP,MOLSON COORS BREWING CLASS B,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES.NYS,AES,AES CORP,Growth,International Shares,Global Shares,Global Shares,Utilities,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFB.NYS,BFB,BROWN FORMAN CORP CLASS B,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGM.NYS,MGM,MGM RESORTS INTERNATIONAL,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROL.NYS,ROL,ROLLINS INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOS.NYS,MOS,MOSAIC,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVTY.NYS,RVTY,REVVITY INC,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY.NYS,KEY,KEYCORP,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRG.NYS,NRG,NRG ENERGY INC,Growth,International Shares,Global Shares,Global Shares,Utilities,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI.NYS,NI,NISOURCE INC,Growth,International Shares,Global Shares,Global Shares,Utilities,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDAY.NYS,CDAY,CERIDIAN HCM HOLDING INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMX.NYS,KMX,CARMAX INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNR.NYS,PNR,PENTAIR,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL.NYS,GL,GLOBE LIFE INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDR.NYS,UDR,UDR REIT INC,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFX.NYS,TFX,TELEFLEX INC,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRK.NYS,WRK,WESTROCK,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRL.NYS,HRL,HORMEL FOODS CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRL.NYS,CRL,CHARLES RIVER LABORATORIES INTERNA,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HII.NYS,HII,HUNTINGTON INGALLS INDUSTRIES INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPT.NYS,CPT,CAMDEN PROPERTY TRUST REIT,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMN.NYS,EMN,EASTMAN CHEMICAL,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEAK.NYS,PEAK,HEALTHPEAK PROPERTIES INC,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLE.NYS,ALLE,ALLEGION PLC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS.NYS,AOS,A O SMITH CORP,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNPR.NYS,JNPR,JUNIPER NETWORKS INC,Growth,International Shares,Global Shares,Global Shares,Information Technology,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIZ.NYS,AIZ,ASSURANT INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYC.NYS,PAYC,PAYCOM SOFTWARE INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNW.NYS,PNW,PINNACLE WEST CORP,Growth,International Shares,Global Shares,Global Shares,Utilities,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHS.NYS,UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXP.NYS,BXP,BOSTON PROPERTIES REIT INC,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHI.NYS,RHI,ROBERT HALF,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPB.NYS,CPB,CAMPBELL SOUP,Growth,International Shares,Global Shares,Global Shares,Consumer Staples,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA.NYS,BWA,BORGWARNER INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBWI.NYS,BBWI,BATH AND BODY WORKS INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT.NYS,FRT,FEDERAL REALTY INVESTMENT TRUST RE,Growth,International Shares,Global Shares,Global Shares,Real Estate,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN.NYS,BEN,FRANKLIN RESOURCES INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMC.NYS,FMC,FMC CORP,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNRC.NYS,GNRC,GENERAC HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Industrials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR.NYS,TPR,TAPESTRY INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO.NYS,BIO,BIO RAD LABORATORIES INC CLASS A,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTLT.NYS,CTLT,CATALENT INC,Growth,International Shares,Global Shares,Global Shares,Health Care,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHR.NYS,WHR,WHIRLPOOL CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZ.NYS,IVZ,INVESCO LTD,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCLH.NYS,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMA.NYS,CMA,COMERICA INC,Growth,International Shares,Global Shares,Global Shares,Financials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFC.NYS,VFC,VF CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE.NYS,SEE,SEALED AIR CORP,Growth,International Shares,Global Shares,Global Shares,Materials,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL.NYS,RL,RALPH LAUREN CORP CLASS A,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHK.NYS,MHK,MOHAWK INDUSTRIES INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary,New York Stock Exchange Inc.,,United States,USD,,,,,IEQStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
